,ID,Age,Marital_Status,Has_Child,Education,Income,Spending,Accepted_Cmp,Response,KMeans,Predicted_Response,Rounded_Prediction,Prediction_Error,Monetary_Rank,Frequency_Rank,Recency_Rank
484,9286,62,Together,0,3,83151.0,747,0,0,1,0.06246102119193725,0,0,63.69599638090929,72.78280542986425,6.234357224118316
485,2426,58,Single,0,4,78825.0,895,0,1,1,0.22248989151731224,0,1,68.6496267812712,99.25339366515837,64.11831626848692
486,5172,46,Together,1,3,65104.0,1053,0,0,2,0.09656403162125354,0,0,75.29970594888034,60.18099547511312,95.17633674630261
487,5562,48,Together,1,1,60093.0,735,0,0,2,0.02030401827797837,0,0,63.42456457814974,77.0135746606335,7.394766780432309
488,3436,53,Together,1,1,14045.0,20,0,0,3,0.023986937911710166,0,0,3.822664555530423,10.79185520361991,75.83617747440273
489,3921,70,Single,0,2,28457.0,205,0,0,3,0.18083426332850777,0,0,40.44333861117394,40.88235294117647,3.23094425483504
490,3403,64,Together,1,4,78952.0,2092,0,0,1,0.18697771813560357,0,0,98.73331825378874,77.0135746606335,88.41865756541524
491,22,46,Single,1,1,46310.0,309,0,0,0,0.1076616524527837,0,0,46.18864510291789,49.20814479638009,0.40955631399317405
492,10965,67,Together,0,1,76005.0,1722,1,0,1,0.4033524001041996,0,0,94.09635828997965,84.68325791855203,27.349260523321956
493,9426,58,Single,1,3,58308.0,900,0,0,2,0.18264390949997653,0,0,68.78534268265099,46.06334841628959,22.48009101251422
494,6605,78,Single,0,4,55614.0,682,1,0,2,0.48854168606873677,0,0,61.43406469124633,77.0135746606335,14.175199089874857
495,3136,60,Single,1,3,59432.0,663,0,0,2,0.150954213245715,0,0,61.07215562090025,77.0135746606335,11.080773606370876
496,8737,44,Single,1,1,55563.0,43,0,0,2,0.06182969776221406,0,0,13.775163990047501,19.366515837104075,77.95221843003412
497,11088,51,Together,1,4,78642.0,1816,0,0,1,0.1733784242872487,0,0,95.63447183895046,68.4841628959276,16.109215017064844
498,716,73,Together,1,4,67911.0,976,0,0,2,0.0706578581605734,0,0,72.15562090024882,94.00452488687783,36.35949943117179
499,466,78,Together,0,1,65275.0,746,0,0,2,0.029230342023409406,0,0,63.58289979642615,80.85972850678733,90.71672354948805
500,9135,72,Together,1,1,27203.0,64,0,0,3,-0.02200521544575562,0,0,23.297896403528615,10.79185520361991,7.394766780432309
501,10623,61,Together,1,3,48330.0,32,0,0,0,-0.005507226684986488,0,0,9.092965392445148,10.79185520361991,97.63367463026165
502,8151,32,Together,0,0,24279.0,263,0,0,3,0.09227287847714682,0,0,43.4517077584257,38.755656108597286,93.42434584755404
503,5140,37,Together,1,4,64355.0,1445,0,0,2,0.1780176262105745,0,0,87.76294955892332,77.0135746606335,33.06029579067122
504,10160,66,Together,1,3,50943.0,46,0,0,0,-0.01565323537937824,0,0,15.720425243157656,10.79185520361991,50.83048919226394
505,4945,69,Single,0,1,53653.0,1210,0,0,2,0.2222804078594529,0,0,81.429540827867,97.48868778280543,70.21615472127417
506,10584,46,Together,1,1,65665.0,945,0,0,2,0.035672068837370036,0,0,70.79846188645102,91.4027149321267,22.48009101251422
507,6071,33,Single,0,1,81217.0,1157,0,0,1,0.20887781918147205,0,0,79.25808640579054,84.68325791855203,22.48009101251422
508,3386,30,Together,0,1,34935.0,137,0,0,0,0.08329190036452111,0,0,35.6932820628817,34.7737556561086,28.623435722411834
509,8939,63,Single,1,1,61250.0,730,0,0,2,0.10345826125590923,0,0,62.99479755711378,77.0135746606335,50.83048919226394
510,9925,41,Together,1,4,39665.0,216,1,0,0,0.3529118010106479,0,0,41.121918118072834,40.88235294117647,2.2525597269624575
511,4320,43,Single,1,1,60152.0,943,0,0,2,0.15597845166834995,0,0,70.73060393576114,88.28054298642533,93.42434584755404
512,5389,58,Together,1,1,48920.0,347,1,0,0,0.2558021262058857,0,0,48.13390635602805,52.307692307692314,6.234357224118316
513,6036,63,Together,0,3,89120.0,1924,1,0,1,0.453044426895147,0,0,97.12734675412803,72.78280542986425,21.319681456200225
514,182,76,Together,1,4,44124.0,397,0,0,0,0.04826959264463898,0,0,50.16964487672473,52.307692307692314,37.31513083048919
515,203,47,Single,0,3,81169.0,2089,0,0,1,0.3437185441241514,0,0,98.62022166930558,84.68325791855203,53.15130830489192
516,11025,61,Together,1,1,36443.0,138,0,0,0,-0.017505330673535324,0,0,35.919475231848,34.7737556561086,90.71672354948805
517,10203,32,Single,1,1,26095.0,42,0,0,3,0.13582169109361064,0,0,13.232300384528386,10.79185520361991,22.48009101251422
518,4607,63,Together,0,1,71367.0,777,0,0,2,0.040340538621295885,0,0,64.57814973987786,64.27601809954751,75.83617747440273
519,3711,78,Together,0,3,80184.0,1902,1,0,1,0.4485870627617471,0,0,96.62972178240217,77.0135746606335,80.70534698521047
520,3696,57,Single,1,1,30630.0,52,0,0,3,0.09519316386833943,0,0,18.389504636959963,19.366515837104075,32.3094425483504
521,2532,35,Single,0,3,73454.0,1651,1,0,1,0.5955487279080687,1,1,92.69396064238859,49.20814479638009,4.163822525597269
522,9214,31,Together,0,1,42691.0,358,0,0,0,0.09164620026442985,0,0,48.51843474327075,49.20814479638009,52.104664391353815
523,4943,69,Together,0,1,70503.0,1727,1,0,2,0.412195105465989,0,0,94.29993214204931,60.18099547511312,26.27986348122867
524,35,35,Together,1,1,25545.0,210,0,1,3,0.04632525255712766,0,1,40.7147704139335,34.7737556561086,64.11831626848692
525,2258,36,Together,1,1,32880.0,42,0,0,0,0.011458038138279919,0,0,13.232300384528386,10.79185520361991,23.48122866894198
526,4322,64,Together,0,4,77863.0,1291,0,0,1,0.1556979266523542,0,0,83.69147251752997,77.0135746606335,79.68145620022753
527,713,45,Together,0,3,50353.0,442,0,0,0,0.11517589888637098,0,0,52.79348563673377,56.15384615384615,27.349260523321956
528,4702,58,Single,0,1,61839.0,1895,0,0,2,0.2980657571397629,0,0,96.49400588102239,64.27601809954751,79.68145620022753
529,3281,62,Together,1,4,49154.0,411,0,0,0,0.0582470406729107,0,0,51.1422755032798,52.307692307692314,30.44368600682594
530,702,47,Single,1,2,47682.0,521,0,0,0,0.15141714350731786,0,0,56.20900248812486,60.18099547511312,19.340159271899886
531,2004,53,Single,1,1,72679.0,1168,0,0,2,0.1435350643943648,0,0,79.64261479303325,64.27601809954751,34.106939704209324
532,4769,45,Together,1,3,57954.0,493,1,0,2,0.319035888458269,0,0,55.100655960190004,64.27601809954751,47.41751990898749
533,4437,60,Together,1,1,65316.0,260,0,0,2,-0.05957059439116896,0,0,43.338611173942546,43.09954751131222,34.106939704209324
534,8724,40,Single,1,1,28567.0,46,0,0,3,0.12088910700836494,0,0,15.720425243157656,19.366515837104075,41.50170648464164
535,10741,71,Together,1,3,47352.0,319,0,0,0,0.015822538939454206,0,0,47.25175299705949,49.20814479638009,29.692832764505116
536,1991,55,Together,1,1,44931.0,96,0,0,0,-0.031208776607885402,0,0,31.259895951142276,27.669683257918553,100.0
537,6931,55,Single,0,1,76982.0,1062,1,1,1,0.44808252478097066,0,1,75.43542185026013,60.18099547511312,80.70534698521047
538,11096,70,Together,1,2,57247.0,232,0,0,2,-0.0360946200551131,0,0,41.93621352635151,43.09954751131222,49.670079635949946
539,304,41,Single,1,3,22944.0,76,0,0,3,0.18166330648859524,0,0,27.143180275955665,27.669683257918553,32.3094425483504
540,3665,45,Together,1,2,25315.0,54,0,0,3,0.039776899946909916,0,0,19.181180728342003,27.669683257918553,54.28896473265073
541,10591,53,Single,1,1,43638.0,201,0,0,0,0.09154536004572272,0,0,40.35286134358743,40.88235294117647,62.36632536973834
542,5036,38,Single,1,4,42710.0,406,0,0,0,0.20759125705676978,0,0,50.825605066726986,49.20814479638009,61.2514220705347
543,5547,40,Together,0,4,84169.0,1919,1,1,1,0.516215709673425,1,0,96.90115358516172,77.0135746606335,90.71672354948805
544,7822,46,Together,1,1,54058.0,662,0,0,2,0.026613238514538895,0,0,61.00429767021036,72.78280542986425,42.86689419795222
545,8541,32,Together,1,2,24683.0,41,0,0,3,0.05660100624298742,0,0,12.757294729699161,27.669683257918553,1.2969283276450512
546,10955,58,Single,0,1,85620.0,1600,0,1,1,0.21754935593364955,0,1,91.58561411445373,52.307692307692314,31.35381114903299
547,4368,42,Together,1,1,47850.0,134,0,0,0,-0.015642782183075465,0,0,35.37661162632889,34.7737556561086,27.349260523321956
548,9671,54,Together,1,1,19514.0,69,1,1,3,0.2878112782773926,0,1,25.19791902284551,27.669683257918553,53.15130830489192
549,2256,49,Together,1,3,27159.0,21,0,0,3,0.050917073071677865,0,0,4.320289527256277,10.79185520361991,65.93856655290102
550,4279,59,Single,1,2,39548.0,54,0,0,0,0.09890684980661874,0,0,19.181180728342003,19.366515837104075,12.013651877133105
551,5371,33,Single,1,1,21474.0,91,1,1,3,0.41963286895317703,0,1,30.12893010631079,27.669683257918553,100.0
552,9240,51,Single,1,4,60504.0,526,0,0,2,0.16888978069037439,0,0,56.367337706401266,64.27601809954751,26.27986348122867
553,9460,59,Together,0,1,22419.0,162,0,0,3,0.07289328585159602,0,0,37.661162632888484,34.7737556561086,25.233219567690558
554,9504,73,Together,0,3,81698.0,1008,0,1,1,0.0804759978758045,0,1,73.58063786473649,94.00452488687783,95.17633674630261
555,8692,70,Together,1,1,43462.0,240,0,0,0,-0.03165717873541579,0,0,42.45645781497399,43.09954751131222,49.670079635949946
556,448,44,Single,1,4,54880.0,795,0,0,2,0.21967300345562868,0,0,65.23410992988012,77.0135746606335,41.50170648464164
557,8314,40,Together,0,1,79908.0,1772,1,0,1,0.4366838799213839,0,0,94.95589233205158,72.78280542986425,68.82821387940842
558,8420,52,Together,0,2,15315.0,64,0,0,3,0.1088189730186434,0,0,23.297896403528615,27.669683257918553,72.53697383390217
559,3174,63,Together,1,1,87771.0,1957,1,1,1,0.3546257988861732,0,1,97.4892558244741,77.0135746606335,38.225255972696246
560,7685,44,Together,1,1,33039.0,78,0,0,0,0.004731273187493057,0,0,27.663424564578147,27.669683257918553,95.17633674630261
561,3179,42,Single,0,1,81741.0,1572,0,0,1,0.24303985047722604,0,0,90.63560280479528,77.0135746606335,24.27758816837315
562,9780,51,Together,1,3,71499.0,795,0,0,2,0.04812158299423297,0,0,65.23410992988012,94.00452488687783,87.30375426621161
563,10681,52,Together,1,2,62466.0,889,0,0,2,0.05157464768466949,0,0,68.37819497851166,84.68325791855203,86.1433447098976
564,10232,59,Single,1,4,48799.0,331,0,0,0,0.15950242646173649,0,0,47.749377968785346,49.20814479638009,90.71672354948805
565,4184,72,Together,1,4,52157.0,265,0,0,0,0.022652427402761022,0,0,43.76837819497851,43.09954751131222,52.104664391353815
566,9120,60,Single,1,1,66565.0,1065,0,0,2,0.1348031439788891,0,0,75.66161501922643,60.18099547511312,19.340159271899886
567,891,71,Together,1,3,29298.0,11,0,0,3,0.01670296011487274,0,0,0.7690567744854105,3.4389140271493215,39.203640500568824
568,10381,43,Single,1,1,47691.0,21,0,0,0,0.07624254345664735,0,0,4.320289527256277,3.4389140271493215,56.678043230944255
569,3525,52,Together,1,1,38200.0,17,0,0,0,-0.02288928410448754,0,0,2.6238407600090476,3.4389140271493215,80.70534698521047
570,6818,48,Together,1,1,44989.0,369,0,0,0,0.008772234497573889,0,0,49.01605971499661,46.06334841628959,73.62912400455063
571,3526,54,Together,1,4,38443.0,38,0,0,0,0.04770950493808873,0,0,11.558470934177787,10.79185520361991,40.659840728100114
572,8181,44,Single,1,2,38593.0,177,0,0,0,0.13439542387293846,0,0,38.76950916082335,38.755656108597286,57.588168373151305
573,1029,52,Together,1,4,64413.0,279,0,0,2,0.026182899897367523,0,0,45.08029857498303,46.06334841628959,72.53697383390217
574,7369,41,Together,1,3,36959.0,62,0,0,0,0.04663698113565218,0,0,22.415743044560056,19.366515837104075,42.86689419795222
575,2574,45,Together,1,4,61996.0,1230,1,1,2,0.41827148481287313,0,1,82.040262384076,72.78280542986425,72.53697383390217
576,8159,54,Together,1,1,51287.0,182,0,0,0,-0.0327482162508379,0,0,39.06356028047953,38.755656108597286,89.57906712172924
577,1160,52,Together,1,1,13260.0,49,0,0,3,0.030137364759814017,0,0,17.416874010404886,27.669683257918553,52.104664391353815
578,10242,56,Together,1,4,47472.0,75,0,0,0,0.03139249021263407,0,0,26.84912915629948,27.669683257918553,60.27303754266211
579,5253,66,Together,1,3,54603.0,227,0,0,2,-0.0024043579560007466,0,0,41.71002035738521,43.09954751131222,14.175199089874857
580,5966,48,Together,1,4,45207.0,215,1,0,0,0.33264283842378184,0,0,41.05406016738294,43.09954751131222,35.31285551763367
581,5314,71,Together,1,1,40689.0,444,0,0,0,-0.004371748186031588,0,0,52.99705948880343,52.307692307692314,30.44368600682594
582,5081,55,Together,1,2,47821.0,47,0,0,0,-0.018708168292452254,0,0,16.331146799366657,10.79185520361991,45.34698521046644
583,5123,71,Together,0,3,27450.0,143,0,0,3,0.09259177782446257,0,0,36.28138430219408,27.669683257918553,41.50170648464164
584,5756,39,Together,1,1,39453.0,55,0,0,0,-0.00402318350873504,0,0,19.814521601447634,19.366515837104075,35.31285551763367
585,8036,51,Together,1,2,26850.0,63,0,0,3,0.029888873543027605,0,0,22.86812938249265,34.7737556561086,89.57906712172924
586,9058,67,Single,0,1,79800.0,1867,1,1,1,0.5179358349964843,1,0,96.2678127120561,84.68325791855203,34.106939704209324
587,5057,61,Together,1,3,61794.0,611,0,0,2,0.033396070659620136,0,0,59.39832617054965,72.78280542986425,25.233219567690558
588,254,67,Together,1,1,53863.0,473,1,0,2,0.24848060962020002,0,0,54.44469577018774,60.18099547511312,95.17633674630261
589,4179,63,Together,0,1,24221.0,55,0,0,3,0.05196124171992195,0,0,19.814521601447634,19.366515837104075,5.164960182025029
590,3710,38,Single,1,4,39684.0,81,0,1,0,0.17677807094001924,0,1,28.52295860665008,19.366515837104075,58.38452787258248
591,7627,47,Together,0,3,92163.0,2086,1,1,1,0.48634152431591793,0,1,98.48450576792581,84.68325791855203,74.65301478953356
592,4501,57,Single,0,3,69882.0,1478,0,0,2,0.2837676736548939,0,0,88.48676769961547,77.0135746606335,5.164960182025029
593,6424,45,Together,1,1,33178.0,49,0,0,0,-0.00013952065555139503,0,0,17.416874010404886,10.79185520361991,90.71672354948805
594,3075,50,Together,0,4,59973.0,382,0,0,2,0.10654398674645588,0,0,49.4684460529292,56.15384615384615,53.15130830489192
595,4992,47,Together,1,3,17459.0,69,0,1,3,0.07818975544409806,0,1,25.19791902284551,27.669683257918553,87.30375426621161
596,5252,53,Single,1,1,23910.0,67,0,0,3,0.11544777310980836,0,0,24.36100429767021,19.366515837104075,19.340159271899886
597,7444,53,Together,1,3,42169.0,30,0,0,0,0.01695924154410422,0,0,8.1429540827867,10.79185520361991,79.68145620022753
598,6919,44,Together,1,2,26224.0,63,0,0,3,0.0403066947158042,0,0,22.86812938249265,27.669683257918553,60.27303754266211
599,3537,41,Together,1,1,31089.0,79,0,0,3,0.012640540695854297,0,0,27.980095001130966,34.7737556561086,41.50170648464164
600,10277,61,Single,1,1,30081.0,42,0,0,3,0.08990366270260777,0,0,13.232300384528386,10.79185520361991,72.53697383390217
601,2453,62,Together,1,1,62807.0,819,0,0,2,0.006085624538490486,0,0,66.16150192264195,80.85972850678733,16.109215017064844
602,7972,67,Single,0,1,72906.0,1151,0,0,1,0.1800832837877747,0,0,78.94141596923772,64.27601809954751,20.341296928327644
603,895,74,Together,1,4,61467.0,594,0,0,2,0.038848696438174485,0,0,58.629269396064245,68.4841628959276,30.44368600682594
604,1177,56,Together,1,3,49618.0,129,0,0,0,0.009482556339415638,0,0,34.78850938701651,34.7737556561086,22.48009101251422
605,7141,36,Single,1,3,21888.0,213,0,1,3,0.20582633996045369,0,1,40.98620221669306,38.755656108597286,84.30034129692832
606,7232,49,Single,1,1,42429.0,67,0,0,0,0.084008760177682,0,0,24.36100429767021,19.366515837104075,0.40955631399317405
607,8477,66,Single,1,1,26150.0,28,0,0,3,0.08954928925197797,0,0,7.328658674508031,10.79185520361991,38.225255972696246
608,2457,47,Together,1,0,30801.0,45,0,0,3,-0.02228095234289279,0,0,15.041845736258766,10.79185520361991,77.06484641638225
609,988,57,Together,0,1,81168.0,1193,1,0,1,0.34632550246951277,0,0,80.93191585614115,68.4841628959276,15.108077360637088
610,7930,53,Single,0,3,26877.0,268,0,0,3,0.2371626007243857,0,0,44.08504863153133,43.09954751131222,25.233219567690558
611,4587,78,Single,0,3,45006.0,266,0,0,0,0.16824727926020366,0,0,43.92671341325492,46.06334841628959,9.351535836177474
612,6682,49,Together,1,0,18978.0,37,0,0,3,-0.002389546181117197,0,0,10.925130061072155,10.79185520361991,58.38452787258248
613,6222,55,Together,1,1,22574.0,37,0,0,3,0.006395289269739868,0,0,10.925130061072155,19.366515837104075,71.39931740614335
614,10299,53,Single,0,4,48240.0,882,0,1,0,0.2881576585989341,0,1,68.19724044333861,88.28054298642533,26.27986348122867
615,3083,48,Together,1,1,45837.0,373,0,0,0,0.0075454809592293,0,0,49.242252883962905,52.307692307692314,11.080773606370876
616,8953,57,Single,1,3,35791.0,35,0,0,0,0.13059403124403066,0,0,10.178692603483375,10.79185520361991,5.164960182025029
617,1503,46,Together,1,4,162397.0,107,0,0,1,-0.17952214124237842,0,0,32.9563447183895,0.40723981900452494,67.6905574516496
618,8650,44,Single,1,1,54162.0,42,0,0,2,0.06449162398428565,0,0,13.232300384528386,10.79185520361991,67.6905574516496
619,10862,62,Together,1,3,30522.0,326,0,0,3,0.06175315322625877,0,0,47.61366206740556,49.20814479638009,93.42434584755404
620,2782,61,Together,1,4,54456.0,404,0,0,2,0.04826288528498632,0,0,50.59941189776068,56.15384615384615,77.06484641638225
621,6941,51,Single,0,1,31632.0,95,0,0,3,0.163223706468529,0,0,31.01108346527935,19.366515837104075,7.394766780432309
622,10972,73,Single,0,1,72298.0,939,1,0,2,0.41983065282862025,0,0,70.59488803438137,52.307692307692314,47.41751990898749
623,10708,44,Single,1,2,36975.0,33,0,0,0,0.12129200299286835,0,0,9.432255145894594,10.79185520361991,49.670079635949946
624,6583,67,Together,0,2,72635.0,981,1,0,2,0.3498820241715726,0,0,72.449672019905,80.85972850678733,45.34698521046644
625,3641,46,Together,1,1,13624.0,36,0,0,3,0.035810733146471097,0,0,10.472743723139562,19.366515837104075,6.234357224118316
626,10156,47,Single,1,1,84196.0,1237,0,0,1,0.13640269926125084,0,0,82.28907486993893,77.0135746606335,42.86689419795222
627,4299,62,Together,1,1,70971.0,1825,0,1,2,0.10384653131931856,0,1,95.77018774033024,98.52941176470588,71.39931740614335
628,3469,45,Single,1,4,34487.0,103,0,0,0,0.18038634265009004,0,0,32.526577697353545,27.669683257918553,5.164960182025029
629,5063,45,Single,1,1,28769.0,191,0,0,3,0.13035509793892724,0,0,39.83261705496494,40.88235294117647,23.48122866894198
630,10727,52,Together,1,4,69084.0,1586,0,0,2,0.16495211902538498,0,0,91.17846641031441,91.4027149321267,56.678043230944255
631,9624,64,Together,0,4,65488.0,963,0,0,2,0.14306400440930375,0,0,71.34132549197014,52.307692307692314,54.28896473265073
632,5156,52,Together,1,2,62466.0,889,0,0,2,0.05157464768466949,0,0,68.37819497851166,84.68325791855203,86.1433447098976
633,4376,62,Single,0,2,32218.0,93,1,1,3,0.4416081925810911,0,1,30.649174394933272,27.669683257918553,72.53697383390217
634,8923,49,Single,0,1,83917.0,1587,0,1,1,0.23125049888898053,0,1,91.2463243610043,80.85972850678733,87.30375426621161
635,8461,60,Single,1,1,46102.0,16,0,0,0,0.05653490252644766,0,0,2.0809771544899345,3.4389140271493215,96.38225255972696
636,6945,70,Single,0,1,84574.0,1375,0,0,1,0.17840600404809698,0,0,85.95340420719295,99.8868778280543,27.349260523321956
637,944,60,Together,1,1,56181.0,393,0,0,2,-0.026412812525844875,0,0,49.807735806378645,52.307692307692314,93.42434584755404
638,1907,72,Single,1,3,63120.0,1477,0,1,2,0.22010345657464636,0,1,88.37367111513232,84.68325791855203,46.50739476678043
639,701,51,Together,1,1,73691.0,1179,1,0,1,0.3101387230669243,0,0,80.25333634924226,64.27601809954751,40.659840728100114
640,3856,62,Together,1,1,63381.0,1005,0,0,2,0.02601368920143904,0,0,73.4449219633567,88.28054298642533,21.319681456200225
641,4149,74,Together,0,4,76140.0,1348,0,0,1,0.15245521773172224,0,0,85.25220538339741,80.85972850678733,41.50170648464164
642,2131,63,Single,1,4,62859.0,1307,0,0,2,0.23694215292790655,0,0,83.98552363718615,77.0135746606335,62.36632536973834
643,2942,58,Single,1,1,45906.0,486,1,0,0,0.38319369132676123,0,0,54.78398552363719,52.307692307692314,79.68145620022753
644,1173,75,Together,0,3,77632.0,2252,1,1,1,0.49721413644486806,0,1,99.43451707758426,49.20814479638009,26.27986348122867
645,4381,51,Together,1,4,46463.0,235,0,0,0,0.05806724468023683,0,0,42.139787378421175,43.09954751131222,42.86689419795222
646,4611,52,Together,0,1,105471.0,1724,1,1,1,0.36487772769507987,0,1,94.20945487446279,99.79638009049773,63.321956769055745
647,3376,52,Single,1,3,55282.0,235,0,0,2,0.12119136066748554,0,0,42.139787378421175,43.09954751131222,90.71672354948805
648,4679,45,Together,1,3,78710.0,1092,0,0,1,0.07534049009550287,0,0,76.63424564578149,96.0633484162896,57.588168373151305
649,10928,64,Together,1,1,66886.0,599,0,0,2,-0.029532198680541133,0,0,58.81022393123728,60.18099547511312,71.39931740614335
650,4248,62,Single,0,3,98777.0,2008,1,0,1,0.5504187597789965,1,1,97.87378421171681,77.0135746606335,77.06484641638225
651,6728,37,Together,1,1,29103.0,48,0,0,3,0.018308134960654032,0,0,16.851391087989143,10.79185520361991,61.2514220705347
652,6661,48,Together,1,1,67445.0,1174,0,0,2,0.05545887419647247,0,0,79.9819045464827,98.52941176470588,36.35949943117179
653,4725,72,Together,1,4,50616.0,67,0,0,0,0.0032808133719071098,0,0,24.36100429767021,27.669683257918553,28.623435722411834
654,3277,67,Single,1,1,49431.0,365,0,0,0,0.08028815829976024,0,0,48.76724722913368,52.307692307692314,90.71672354948805
655,5555,47,Single,0,1,153924.0,6,0,0,1,-0.0838542064482582,0,0,0.1130965844831486,0.1583710407239819,18.11149032992036
656,2564,69,Together,1,1,61278.0,165,0,0,2,-0.07413097726288953,0,0,37.88735580185478,38.755656108597286,12.013651877133105
657,946,64,Together,0,2,26490.0,210,0,0,3,0.08748447837593476,0,0,40.7147704139335,40.88235294117647,7.394766780432309
658,3867,75,Together,1,4,73059.0,1095,0,0,1,0.07131529969563036,0,0,76.7925808640579,96.0633484162896,63.321956769055745
659,6940,56,Single,1,4,46734.0,223,1,0,0,0.4257142602140405,0,0,41.506446505315544,38.755656108597286,13.174061433447099
660,55,59,Together,1,1,56253.0,597,0,0,2,-0.0021406873419769212,0,0,58.764985297444014,72.78280542986425,16.109215017064844
661,7093,37,Together,1,1,19986.0,22,0,0,3,0.03342301900205938,0,0,4.908391766568649,3.4389140271493215,25.233219567690558
662,5084,47,Single,1,1,58330.0,1064,0,0,2,0.168046735948381,0,0,75.54851843474327,91.4027149321267,12.013651877133105
663,1777,42,Together,0,0,25965.0,74,0,0,3,0.054417169449374525,0,0,26.645555304229813,19.366515837104075,70.21615472127417
664,8162,66,Together,0,3,14661.0,26,0,0,3,0.11122990864671861,0,0,6.7631757520922875,10.79185520361991,11.080773606370876
665,10826,63,Together,0,1,18690.0,60,0,0,3,0.06348362198947782,0,0,21.691924903867903,10.79185520361991,22.48009101251422
666,8754,48,Together,1,4,45068.0,20,0,0,0,0.040414468142351945,0,0,3.822664555530423,3.4389140271493215,74.65301478953356
667,1987,35,Single,1,0,21063.0,59,0,0,3,0.12000663220042743,0,0,21.397873784211715,19.366515837104075,65.02844141069397
668,11007,54,Together,1,4,29187.0,34,0,0,3,0.06559129610265496,0,0,9.77154489934404,10.79185520361991,56.678043230944255
669,7426,51,Together,1,2,54690.0,198,0,0,2,-0.009968990661014199,0,0,40.171906808414384,40.88235294117647,23.48122866894198
670,9153,58,Together,1,4,59304.0,1048,0,0,2,0.11552803473863826,0,0,75.07351277991404,96.0633484162896,18.11149032992036
671,10379,60,Single,1,3,59247.0,574,0,0,2,0.1412411459854539,0,0,57.905451255372085,64.27601809954751,12.013651877133105
672,9204,52,Single,1,1,66731.0,1029,0,0,2,0.1408861307150563,0,0,74.30445600542863,52.307692307692314,65.93856655290102
673,3197,42,Together,1,1,77353.0,670,0,0,1,-0.013380318112825917,0,0,61.20787152228002,72.78280542986425,61.2514220705347
674,2920,47,Single,1,4,52614.0,990,0,0,2,0.24231263203519088,0,0,72.78896177335444,56.15384615384615,36.35949943117179
675,6961,48,Together,1,1,26751.0,11,0,0,3,0.004354478337750822,0,0,0.7690567744854105,3.4389140271493215,73.62912400455063
676,4673,59,Together,1,4,81300.0,1241,1,1,1,0.3629232132097311,0,1,82.40217145442207,72.78280542986425,82.54835039817975
677,9937,43,Single,0,1,70337.0,576,0,0,2,0.15151833321041736,0,0,58.06378647364849,64.27601809954751,24.27758816837315
678,8779,37,Together,1,2,36145.0,172,1,1,0,0.31259637011609,0,1,38.33974213978738,38.755656108597286,86.1433447098976
679,9596,42,Single,0,4,65295.0,664,0,0,2,0.24410724907009948,0,0,61.14001357159013,77.0135746606335,80.70534698521047
680,2891,59,Single,1,1,68118.0,928,0,0,2,0.11752231530005974,0,0,70.11988237955214,84.68325791855203,48.532423208191126
681,4910,55,Single,0,1,68743.0,2074,0,0,2,0.30859557648300595,0,0,98.39402850033929,99.61538461538461,18.11149032992036
682,75,40,Together,0,2,41039.0,467,0,0,0,0.11923781068325814,0,0,54.12802533363492,56.15384615384615,66.80318543799773
683,10120,67,Together,1,1,38946.0,257,0,0,0,-0.01685298506442079,0,0,43.11241800497625,43.09954751131222,15.108077360637088
684,6327,55,Together,0,1,65777.0,1146,0,0,2,0.10369283701728893,0,0,78.53426826509839,64.27601809954751,12.013651877133105
685,10142,46,Single,1,4,66476.0,689,0,0,2,0.1820759383987981,0,0,61.79597376159241,72.78280542986425,0.40955631399317405
686,9826,50,Single,0,4,86857.0,2114,0,1,1,0.3551241012763552,0,1,98.82379552137526,84.68325791855203,3.23094425483504
687,1501,40,Together,0,4,160803.0,1717,0,0,1,0.07111830657182061,0,0,94.00588102239313,99.61538461538461,78.72582480091013
688,10767,33,Together,0,4,77845.0,1346,1,0,1,0.47302642403795503,0,0,85.18434743270753,80.85972850678733,59.29465301478953
689,7279,53,Together,0,4,69476.0,1044,0,0,2,0.15876011680843025,0,0,74.91517756163763,56.15384615384615,96.38225255972696
690,7230,62,Single,1,4,50611.0,493,1,1,0,0.44074612725685375,0,1,55.100655960190004,64.27601809954751,1.2969283276450512
691,143,52,Single,0,1,61209.0,957,0,0,2,0.2009489817560399,0,0,71.06989368921059,49.20814479638009,26.27986348122867
692,450,64,Together,1,3,42315.0,270,0,0,0,0.029428514376085013,0,0,44.37909975118751,40.88235294117647,9.351535836177474
693,9316,70,Together,0,0,13084.0,29,0,0,3,0.03812496564757345,0,0,7.713187061750736,10.79185520361991,70.21615472127417
694,6379,73,Single,1,3,47570.0,121,0,1,0,0.09602345356820569,0,1,34.019452612531104,27.669683257918553,96.38225255972696
695,9239,61,Together,1,3,61923.0,126,0,0,2,-0.021787211791112926,0,0,34.607554851843474,34.7737556561086,5.164960182025029
696,8315,27,Single,0,1,34824.0,23,0,0,0,0.1802133519820583,0,0,5.564351956570912,3.4389140271493215,34.106939704209324
697,2868,73,Single,1,4,26518.0,57,0,1,3,0.15425092085837935,0,1,20.696674960416196,19.366515837104075,65.93856655290102
698,10888,61,Single,0,1,45938.0,636,0,0,0,0.18304435492683555,0,0,60.009047726758645,72.78280542986425,54.28896473265073
699,1277,62,Together,0,1,78468.0,1004,1,0,1,0.32371340326119324,0,0,73.35444469577018,98.52941176470588,70.21615472127417
